"OTU_Label","Class","Family","Genus","Species","mean_rel_abund","abund_weight","total_estimate","total_SE","total_lower","total_upper","extreme","any_sig","site","season","substrate","display_label"
"Fragilariaceae_ASV_10037","Bacillariophyceae","Fragilariaceae",NA,NA,0.00057439275486752,0.00510758859603341,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Fragilariaceae_ASV_10037"
"Membranipora_ASV_17859","Bryozoa","Bryozoa_XX","Membranipora","Membranipora_membranacea",0.000681860289679878,0.00606320642129311,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Membranipora_membranacea"
"Hemiophrys_ASV_410","Litostomatea","Pleurostomatida","Hemiophrys",NA,0.000470018323716479,0.00417947512359331,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Hemiophrys sp. Hemiophrys_ASV_410"
"Pleurosigma_ASV_10232","Bacillariophyceae","Pleurosigmataceae","Pleurosigma","Pleurosigma_sp.",0.000754008704465177,0.00670476120668429,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Pleurosigma_sp."
"Pseudovorticella_ASV_29493","Oligohymenophorea","Sessilida","Pseudovorticella",NA,0.000855777084148466,0.00760970126921529,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Pseudovorticella sp. Pseudovorticella_ASV_29493"
"Ephelota_ASV_4846","Phyllopharyngea","Ephelotidae","Ephelota","Ephelota_sp.",0.000901725747029427,0.00801828383670939,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Ephelota_sp."
"Bacillariophyceae_ASV_9918","Bacillariophyceae",NA,NA,NA,0.000670184356359988,0.00595938222893109,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Bacillariophyceae_ASV_9918"
"Phymatolithon_ASV_24738","Florideophyceae","Corallinales_X","Phymatolithon","Phymatolithon_calcareum",0.000878805298110609,0.00781447168462066,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Phymatolithon_calcareum"
"Bacillariophyceae_ASV_32933","Bacillariophyceae",NA,NA,NA,0.000592568352813935,0.00526920880452405,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Bacillariophyceae_ASV_32933"
"Bacillariophyceae_ASV_8723","Bacillariophyceae",NA,NA,NA,0.000692214989893166,0.00615528200594587,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Bacillariophyceae_ASV_8723"
"Arcocellulus_ASV_11592","Mediophyceae","Cymatosiraceae","Arcocellulus","Arcocellulus_cornucervis",0.000604776712521607,0.00537776741410045,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Arcocellulus_cornucervis"
"Adineta_ASV_17599","Rotifera","Rotifera_XX","Adineta","Adineta_vaga",0.00209115043706636,0.0185948308617052,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Adineta_vaga"
"OTU_ASV_15511",NA,NA,NA,NA,0.000999028226002195,0.00888351242421432,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","OTU_ASV_15511"
"Bacillariophyceae_ASV_9972","Bacillariophyceae",NA,NA,NA,0.000665932661630284,0.00592157550638588,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Bacillariophyceae_ASV_9972"
"Pterocystida_ASV_21630","Pterocystida",NA,NA,NA,0.000939409947975574,0.00835337753935814,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Pterocystida_ASV_21630"
"Pleurosigma_ASV_10236","Bacillariophyceae","Pleurosigmataceae","Pleurosigma","Pleurosigma_intermedium",0.000633541401561919,0.00563354744695381,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Pleurosigma_intermedium"
"Arthropoda_ASV_17239","Arthropoda",NA,NA,NA,0.000835291476118101,0.00742754009626867,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Arthropoda_ASV_17239"
"Cryothecomonas_ASV_15153","Filosa-Thecofilosea","Cryothecomonas-lineage","Cryothecomonas","Cryothecomonas_aestivalis",0.000485859015169392,0.00432033298493045,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Cryothecomonas_aestivalis"
"OTU_ASV_33058",NA,NA,NA,NA,0.000358293150755474,0.00318599772599433,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","OTU_ASV_33058"
"Ectocarpus_ASV_8444","Phaeophyceae","Phaeophyceae_XX","Ectocarpus",NA,0.000611620689744713,0.0054386251107201,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Ectocarpus sp. Ectocarpus_ASV_8444"
"Protolitonotus_ASV_6509","Litostomatea","Pleurostomatida","Protolitonotus","Protolitonotus_clampi",0.00039982271288003,0.00355528497084227,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Protolitonotus_clampi"
"OTU_ASV_21964",NA,NA,NA,NA,0.000674124720432434,0.00599442055145535,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","OTU_ASV_21964"
"Haslea_ASV_9240","Bacillariophyceae","Naviculaceae","Haslea","Haslea_avium",0.000632444683086071,0.00562379525782393,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Haslea_avium"
"Pleurosigma_ASV_10260","Bacillariophyceae","Pleurosigmataceae","Pleurosigma","Pleurosigma_intermedium",0.000590563441398053,0.00525138082428398,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Pleurosigma_intermedium"
"Zoothamnium_1_ASV_32724","Oligohymenophorea","Sessilida","Zoothamnium_1","Zoothamnium_duplicatum",0.000630418225457942,0.00560577568535533,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Zoothamnium_duplicatum"
"Cephaloidophora_ASV_1583","Gregarinomorphea","Cephaloidophoridae","Cephaloidophora","Cephaloidophora_communis",0.000341729112939679,0.00303870775770124,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Cephaloidophora_communis"
"Ephelota_ASV_2997","Phyllopharyngea","Ephelotidae","Ephelota","Ephelota_mammillata",0.000638027770207678,0.00567344092600364,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Ephelota_mammillata"
"Pterocystida_ASV_21718","Pterocystida",NA,NA,NA,0.000552490944100797,0.00491283433084357,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Pterocystida_ASV_21718"
"Bacillariophyceae_ASV_9977","Bacillariophyceae",NA,NA,NA,0.000598212842530129,0.00531940047400552,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Bacillariophyceae_ASV_9977"
"Phaeocystis_ASV_20921","Prymnesiophyceae","Phaeocystaceae","Phaeocystis","Phaeocystis_globosa",0.000618796322533634,0.00550243193956923,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Phaeocystis_globosa"
"Bacillariophyceae_ASV_11568","Bacillariophyceae",NA,NA,NA,0.000585157583611263,0.00520331110656974,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Bacillariophyceae_ASV_11568"
"Heribaudiella_ASV_10922","Phaeophyceae","Phaeophyceae_XX","Heribaudiella","Heribaudiella_fluviatilis",0.00101259816480982,0.00900417840426956,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Heribaudiella_fluviatilis"
"OTU_ASV_22253",NA,NA,NA,NA,0.00101668018866002,0.00904047638729477,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","OTU_ASV_22253"
"Labyrinthulaceae_ANT10_3_ASV_9457","Sagenista","Labyrinthulaceae","Labyrinthulaceae_ANT10_3","Labyrinthulaceae_ANT10_3_sp.",0.000673229841174596,0.00598646314765206,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Labyrinthulaceae_ANT10_3_sp."
"Neocalanus_ASV_13969","Arthropoda","Maxillopoda","Neocalanus","Neocalanus_cristatus",0.00051207315213064,0.00455343311696294,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Neocalanus_cristatus"
"Pterocystida_ASV_21754","Pterocystida",NA,NA,NA,0.00268370761365675,0.0238639402855329,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Pterocystida_ASV_21754"
"Folliculinidae_ASV_3614","Heterotrichea","Folliculinidae",NA,NA,0.000341292572284778,0.00303482597115052,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Folliculinidae_ASV_3614"
"Pomatoceros_ASV_18128","Annelida","Annelida_XX","Pomatoceros","Pomatoceros_triqueter",0.000605822765037401,0.00538706907373186,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Pomatoceros_triqueter"
"CCW10-lineage_X_ASV_13473","Filosa-Thecofilosea","CCW10-lineage","CCW10-lineage_X","CCW10-lineage_X_sp.",0.000683393682716995,0.0060768415876897,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","CCW10-lineage_X_sp."
"Dino-Group-I-Clade-1_X_ASV_20870","Syndiniales","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp.",0.000711835002443887,0.00632974617094253,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Dino-Group-I-Clade-1_X_sp."
"Ceramium_ASV_24711","Florideophyceae","Ceramiaceae","Ceramium","Ceramium_virgatum",0.000409613317312189,0.00364234452917097,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Ceramium_virgatum"
"Spirotrachelostyla_ASV_29955","Spirotrichea","Trachelostylidae","Spirotrachelostyla","Spirotrachelostyla_tani",0.000349043905490666,0.00310375201652792,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Spirotrachelostyla_tani"
"Scruparia_ASV_17844","Bryozoa","Bryozoa_XX","Scruparia","Scruparia_chelata",0.000399114186035867,0.00354898464132286,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Scruparia_chelata"
"Bacillariophyceae_ASV_10151","Bacillariophyceae",NA,NA,NA,0.000487278782444125,0.00433295777359638,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Bacillariophyceae_ASV_10151"
"OTU_ASV_14103",NA,NA,NA,NA,0.00068211273206419,0.0060654511777465,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","OTU_ASV_14103"
"Amphileptus_ASV_432","Litostomatea","Pleurostomatida","Amphileptus",NA,0.000326003493377307,0.00289887313328845,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Amphileptus sp. Amphileptus_ASV_432"
"Haplogloia_ASV_8474","Phaeophyceae","Phaeophyceae_XX","Haplogloia","Haplogloia_andersonii",0.000537007798794959,0.00477515582476097,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Haplogloia_andersonii"
"Phaeophyceae_XX_ASV_10925","Phaeophyceae","Phaeophyceae_XX",NA,NA,0.000592264961765106,0.00526651100472068,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Phaeophyceae_XX_ASV_10925"
"Bacillariaceae_ASV_10197","Bacillariophyceae","Bacillariaceae",NA,NA,0.000527589554949109,0.0046914073539558,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Bacillariaceae_ASV_10197"
"Chaetoceros_ASV_11054","Mediophyceae","Chaetocerotaceae","Chaetoceros","Chaetoceros_socialis",0.000461449025151303,0.00410327560461157,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Chaetoceros_socialis"
"Placidae_X_ASV_29901","Prostomatea_2","Placidae","Placidae_X","Placidae_X_sp.",0.000398285301921789,0.00354161407647394,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Placidae_X_sp."
"OTU_ASV_16900",NA,NA,NA,NA,0.000546043297736086,0.00485550086908838,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","OTU_ASV_16900"
"Enoplea_X_ASV_18404","Nematoda","Enoplea_X",NA,NA,0.000410584074426104,0.00365097665052441,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Enoplea_X_ASV_18404"
"OTU_ASV_12542",NA,NA,NA,NA,0.000511134216835232,0.00454508396010712,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","OTU_ASV_12542"
"Bacillariophyceae_ASV_9683","Bacillariophyceae",NA,NA,NA,0.000578831031511105,0.00514705443361357,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Bacillariophyceae_ASV_9683"
"Bacillariophyceae_ASV_10229","Bacillariophyceae",NA,NA,NA,0.000682189714976761,0.00606613572162871,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Bacillariophyceae_ASV_10229"
"OTU_ASV_18454",NA,NA,NA,NA,0.00111546668357998,0.00991890107252901,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","OTU_ASV_18454"
"Chrysolepidomonas_ASV_8860","Chrysophyceae","Ochromonadaceae","Chrysolepidomonas","Chrysolepidomonas_dendrolepidota",0.000601896258299576,0.00535215397275536,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Chrysolepidomonas_dendrolepidota"
"Navicula_ASV_9836","Bacillariophyceae","Naviculaceae","Navicula",NA,0.000500728532264365,0.00445255501471619,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Navicula sp. Navicula_ASV_9836"
"Protaspa_ASV_15671","Filosa-Thecofilosea","Protaspa-lineage","Protaspa","Protaspa_sp.",0.000538008746201179,0.00478405640283044,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Protaspa_sp."
"Dino-Group-I-Clade-1_X_ASV_20879","Syndiniales","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp.",0.000508479674633572,0.00452147936314451,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Dino-Group-I-Clade-1_X_sp."
"Halomonhystera_ASV_27093","Nematoda","Chromadorea_X","Halomonhystera","Halomonhystera_disjuncta",0.0004017916016331,0.00357279263203197,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Halomonhystera_disjuncta"
"Bacillariophyceae_ASV_9843","Bacillariophyceae",NA,NA,NA,0.000432745036929727,0.00384803533276133,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Bacillariophyceae_ASV_9843"
"OTU_ASV_9154",NA,NA,NA,NA,0.000780376031575408,0.00693922352904969,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","OTU_ASV_9154"
"Euglyphida_XX_ASV_18003","Filosa-Imbricatea","Euglyphida_X","Euglyphida_XX","Euglyphida_XX_sp.",0.000690027119863703,0.00613582712961361,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Euglyphida_XX_sp."
"Reckertia_ASV_16338","Filosa-Imbricatea","Thaumatomonadidae","Reckertia","Reckertia_filosa",0.000456554912185568,0.00405975640044394,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Reckertia_filosa"
"Rotifera_XX_ASV_16726","Rotifera","Rotifera_XX",NA,NA,0.000460325110734824,0.00409328158500064,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Rotifera_XX_ASV_16726"
"Pelagomonadales_clade_A3_ASV_10742","Pelagophyceae","Pelagomonadales_clade_A","Pelagomonadales_clade_A3","Pelagomonadales_clade_A3_sp.",0.000483973361207862,0.00430356546029097,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Pelagomonadales_clade_A3_sp."
"Nolandella_ASV_19262","Elardia","Nolandellidae","Nolandella","Nolandella_sp.",0.000503745150829857,0.00447937925031652,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Nolandella_sp."
"Carradoriella_ASV_24925","Florideophyceae","Rhodomelaceae","Carradoriella","Carradoriella_elongata",0.000413022454846789,0.00367265910373075,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Carradoriella_elongata"
"OTU_ASV_5396",NA,NA,NA,NA,0.000346613646053577,0.00308214177635498,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","OTU_ASV_5396"
"Bacillariophyceae_ASV_10048","Bacillariophyceae",NA,NA,NA,0.000419335739849952,0.00372879780362279,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Bacillariophyceae_ASV_10048"
"Phyllopharyngea_ASV_3826","Phyllopharyngea",NA,NA,NA,0.000399068287543969,0.00354857650488345,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Phyllopharyngea_ASV_3826"
"Maxillopoda_ASV_13878","Arthropoda","Maxillopoda",NA,NA,0.00015674086519695,0.00139376384682463,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Maxillopoda_ASV_13878"
"Zoothamnium_1_ASV_32734","Oligohymenophorea","Sessilida","Zoothamnium_1",NA,0.000375860239300809,0.00334220697543091,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Zoothamnium_1 sp. Zoothamnium_1_ASV_32734"
"Filosa-Thecofilosea_ASV_15525","Filosa-Thecofilosea",NA,NA,NA,0.000579316784614328,0.0051513738248132,0,0,0,0,FALSE,FALSE,"SELVA","Winter","Glass","Filosa-Thecofilosea_ASV_15525"
"Adineta_ASV_17598","Rotifera","Rotifera_XX","Adineta","Adineta_vaga",0.00315234730104443,0.0280311563631488,-6.8509370242152,523.388493668767,-1032.692384615,1018.99051056657,FALSE,FALSE,"SELVA","Winter","PE","Adineta_vaga"
"Adineta_ASV_17599","Rotifera","Rotifera_XX","Adineta","Adineta_vaga",0.00209115043706636,0.0185948308617052,-6.14149631774629,63.104408650945,-129.826137273598,117.543144638106,FALSE,FALSE,"SELVA","Winter","PE","Adineta_vaga"
"Amphileptus_ASV_432","Litostomatea","Pleurostomatida","Amphileptus",NA,0.000326003493377307,0.00289887313328845,-0.639972400729336,538.459486180064,-1056.02056531366,1054.7406205122,FALSE,FALSE,"SELVA","Winter","PE","Amphileptus sp. Amphileptus_ASV_432"
"Amphora_ASV_11507","Bacillariophyceae","Catenulaceae","Amphora","Amphora_coffeaeformis",0.00106371273792365,0.00945869703897539,3.03897920064924,1.09550822474824,0.89178308014269,5.18617532115579,FALSE,TRUE,"SELVA","Winter","PE","Amphora_coffeaeformis"
"Ampullofolliculina_ASV_3611","Heterotrichea","Folliculinidae","Ampullofolliculina","Ampullofolliculina_lageniformis",0.000527810449010298,0.00469337157787454,0.577353973790059,167.807285496293,-328.324925598945,329.479633546525,FALSE,FALSE,"SELVA","Winter","PE","Ampullofolliculina_lageniformis"
"Ampullofolliculina_ASV_3619","Heterotrichea","Folliculinidae","Ampullofolliculina","Ampullofolliculina_lageniformis",0.000991488175339134,0.00881646513565817,-1.29926567861864,0.838715281777094,-2.94314763090174,0.344616273664466,FALSE,FALSE,"SELVA","Winter","PE","Ampullofolliculina_lageniformis"
"Annelida_XX_ASV_18258","Annelida","Annelida_XX",NA,NA,0.00112628840766457,0.0100151295051746,0.577464049616098,148.78275510863,-291.036735963299,292.191664062531,FALSE,FALSE,"SELVA","Winter","PE","Annelida_XX_ASV_18258"
"Aplanochytrium_ASV_9331","Sagenista","Labyrinthulaceae","Aplanochytrium","Aplanochytrium_sp.",0.00168175089794053,0.0149543872810011,4.15558949792073,1.07326789938347,2.05198441512914,6.25919458071232,FALSE,TRUE,"SELVA","Winter","PE","Aplanochytrium_sp."
"Arcocellulus_ASV_11592","Mediophyceae","Cymatosiraceae","Arcocellulus","Arcocellulus_cornucervis",0.000604776712521607,0.00537776741410045,3.57810633395625,1.13310538105738,1.35721978708379,5.79899288082871,FALSE,TRUE,"SELVA","Winter","PE","Arcocellulus_cornucervis"
"Argopecten_ASV_16928","Mollusca","Pectinoida","Argopecten",NA,0.00151349161221869,0.0134581998697796,-4.56570900394898,73.775259809582,-149.16521823073,140.033800222832,FALSE,FALSE,"SELVA","Winter","PE","Argopecten sp. Argopecten_ASV_16928"
"Arthropoda_ASV_17239","Arthropoda",NA,NA,NA,0.000835291476118101,0.00742754009626867,3.04358119993429,1.22175713941793,0.648937206675142,5.43822519319344,FALSE,TRUE,"SELVA","Winter","PE","Arthropoda_ASV_17239"
"Ascidiella_ASV_17116","Urochordata","Ascidiacea","Ascidiella","Ascidiella_sp.",0.000956014564024995,0.00850102833553695,2.55138759241447,8.14257307407414,-13.4080556327708,18.5108308175998,FALSE,FALSE,"SELVA","Winter","PE","Ascidiella_sp."
"Bacillariaceae_ASV_10164","Bacillariophyceae","Bacillariaceae",NA,NA,0.000737566940423028,0.00655855851556622,4.26288425488694,6.06795988162212,-7.63031711309241,16.1560856228663,FALSE,FALSE,"SELVA","Winter","PE","Bacillariaceae_ASV_10164"
"Bacillariaceae_ASV_10168","Bacillariophyceae","Bacillariaceae",NA,NA,0.00270556090161491,0.0240582630784565,5.18491058680563,6.83668577185997,-8.21499352603991,18.5848146996512,FALSE,FALSE,"SELVA","Winter","PE","Bacillariaceae_ASV_10168"
"Bacillariaceae_ASV_10197","Bacillariophyceae","Bacillariaceae",NA,NA,0.000527589554949109,0.0046914073539558,5.54814727013683,10.6922328721873,-15.4086291593502,26.5049236996239,FALSE,FALSE,"SELVA","Winter","PE","Bacillariaceae_ASV_10197"
"Bacillariophyceae_ASV_10048","Bacillariophyceae",NA,NA,NA,0.000419335739849952,0.00372879780362279,1.9055214345577,0.910940607251218,0.120077844345314,3.69096502477009,FALSE,TRUE,"SELVA","Winter","PE","Bacillariophyceae_ASV_10048"
"Bacillariophyceae_ASV_10151","Bacillariophyceae",NA,NA,NA,0.000487278782444125,0.00433295777359638,2.87930834029146,0.957474160466221,1.00265898577766,4.75595769480525,FALSE,TRUE,"SELVA","Winter","PE","Bacillariophyceae_ASV_10151"
"Bacillariophyceae_ASV_10160","Bacillariophyceae",NA,NA,NA,0.000795888416121179,0.00707716203494456,5.28998304241633,7.23818931593783,-8.89686801682182,19.4768341016545,FALSE,FALSE,"SELVA","Winter","PE","Bacillariophyceae_ASV_10160"
"Bacillariophyceae_ASV_10175","Bacillariophyceae",NA,NA,NA,0.0127478678926634,0.113355999219255,4.85359129597974,4.71650798733243,-4.39076435919183,14.0979469511513,FALSE,FALSE,"SELVA","Winter","PE","Bacillariophyceae_ASV_10175"
"Bacillariophyceae_ASV_10229","Bacillariophyceae",NA,NA,NA,0.000682189714976761,0.00606613572162871,4.81661701521054,6.97060094487746,-8.84576083674929,18.4789948671704,FALSE,FALSE,"SELVA","Winter","PE","Bacillariophyceae_ASV_10229"
"Bacillariophyceae_ASV_11568","Bacillariophyceae",NA,NA,NA,0.000585157583611263,0.00520331110656974,9.07282074075902,24.2060592875966,-38.3710554629304,56.5166969444484,FALSE,FALSE,"SELVA","Winter","PE","Bacillariophyceae_ASV_11568"
"Bacillariophyceae_ASV_32933","Bacillariophyceae",NA,NA,NA,0.000592568352813935,0.00526920880452405,8.23767378191878,8.3813691606837,-8.18980977302128,24.6651573368588,FALSE,FALSE,"SELVA","Winter","PE","Bacillariophyceae_ASV_32933"
"Bacillariophyceae_ASV_6651","Bacillariophyceae",NA,NA,NA,0.00501514365404532,0.0445954276369297,4.52476183040971,8.82774122863122,-12.7776109777075,21.8271346385269,FALSE,FALSE,"SELVA","Winter","PE","Bacillariophyceae_ASV_6651"
"Bacillariophyceae_ASV_8723","Bacillariophyceae",NA,NA,NA,0.000692214989893166,0.00615528200594587,7.34143261409038,8.84572174592348,-9.99618200791964,24.6790472361004,FALSE,FALSE,"SELVA","Winter","PE","Bacillariophyceae_ASV_8723"
"Bacillariophyceae_ASV_9683","Bacillariophyceae",NA,NA,NA,0.000578831031511105,0.00514705443361357,5.2468077096381,8.71327736300277,-11.8312159218473,22.3248313411235,FALSE,FALSE,"SELVA","Winter","PE","Bacillariophyceae_ASV_9683"
"Bacillariophyceae_ASV_9843","Bacillariophyceae",NA,NA,NA,0.000432745036929727,0.00384803533276133,6.4361547865263,5.52398712786806,-4.3908599840951,17.2631695571477,FALSE,FALSE,"SELVA","Winter","PE","Bacillariophyceae_ASV_9843"
"Bacillariophyceae_ASV_9867","Bacillariophyceae",NA,NA,NA,0.00334743770392897,0.0297659301891148,4.63912843807394,6.36616977034778,-7.8385643118077,17.1168211879556,FALSE,FALSE,"SELVA","Winter","PE","Bacillariophyceae_ASV_9867"
"Bacillariophyceae_ASV_9918","Bacillariophyceae",NA,NA,NA,0.000670184356359988,0.00595938222893109,4.23812475542598,1.32241682933444,1.64618776993048,6.83006174092147,FALSE,TRUE,"SELVA","Winter","PE","Bacillariophyceae_ASV_9918"
"Bacillariophyceae_ASV_9972","Bacillariophyceae",NA,NA,NA,0.000665932661630284,0.00592157550638588,4.13737442668648,6.11272250152314,-7.84356167629887,16.1183105296718,FALSE,FALSE,"SELVA","Winter","PE","Bacillariophyceae_ASV_9972"
"Bacillariophyceae_ASV_9977","Bacillariophyceae",NA,NA,NA,0.000598212842530129,0.00531940047400552,2.93050523614509,1.59752997419855,-0.200653513284061,6.06166398557425,FALSE,FALSE,"SELVA","Winter","PE","Bacillariophyceae_ASV_9977"
"Bougainvillia_ASV_16800","Cnidaria","Hydrozoa","Bougainvillia","Bougainvillia_sp.",0.00107305711006557,0.00954178863124338,-4.45110784708787,148.315371613872,-295.149236210276,286.2470205161,FALSE,FALSE,"SELVA","Winter","PE","Bougainvillia_sp."
"Bryocamptus_ASV_13856","Arthropoda","Maxillopoda","Bryocamptus","Bryocamptus_stillae",0.00130929922513387,0.0116424898023506,-3.66958346664689,121.46907558607,-241.748971615345,234.409804682051,FALSE,FALSE,"SELVA","Winter","PE","Bryocamptus_stillae"
"Bryozoa_XX_ASV_17870","Bryozoa","Bryozoa_XX",NA,NA,0.00101335188469078,0.00901088059721326,0.189106878687327,38.2199822413875,-74.7220583144322,75.1002720718069,FALSE,FALSE,"SELVA","Winter","PE","Bryozoa_XX_ASV_17870"
